ngantuk,-2.0,,
sirap hati,-2.0,,
rampang,-2.0,,
kecil hati,-4.0,,
bertelinga merah,-3.0,,
tersirap hatinya,-2.0,,
merah telinga,-3.0,,
mencak-mencak,-5.0,,
gaada,-3.0,,
manjur,-1.0,,
mujarab,-1.0,,
beber,-2.0,,
singkap,-3.0,,
penangkis,-3.0,,
mending,-3.0,,
akibat,-3.0,,
satir,-2.0,,
nyanyian,-2.0,,
menyibuk,-2.0,,
gara,-4.0,,
dikit,-4.0,,
ilang,-5.0,,
kepeng,-2.0,,
bodo,-5.0,,
air,-1.0,,
suri,-1.0,,
ihh,-5.0,,
asasi,-3.0,,
menenes,-2.0,,
tumpuan,-3.0,,
fondasi,-3.0,,
beliin,-1.0,,
sekam,-3.0,,
maafin,-3.0,,
memahirkan,-1.0,,
menggalakkan memanas-manasi,-3.0,,
ngambek,-5.0,,
ampun,-3.0,,
terbalik akal,-4.0,,
tidak masuk akal,-4.0,,
gangguan jiwa,-4.0,,
majenun,-2.0,,
gelo,-2.0,,
gila-gila,-4.0,,
kalap,-3.0,,
sedeng,-2.0,,
berubah akal,-2.0,,
serem,-5.0,,
terlalu,-3.0,,
sakit jiwa,-4.0,,
gendeng,-2.0,,
berubah ingatan,-3.0,,
sinting,-5.0,,
gila,-4.0,,
sakit ingatan,-4.0,,
sesat akal,-2.0,,
duh,-4.0,,
emg,-1.0,,
hujan,-2.0,,
aduh,-3.0,,
cerita khayal,-2.0,,
typo,-2.0,,
langkah baik,-1.0,,
isapan jempol,-3.0,,
engah,-4.0,,
mafhum,-1.0,,
fiksi,-2.0,,
omong kosong,-4.0,,
bales,-3.0,,
profit,-1.0,,
waris,-2.0,,
selisih,-4.0,,
senjang,-4.0,,
bareng,-3.0,,
ekstasi,-3.0,,
laper,-3.0,,
hendaknya,-1.0,,
membandel,-5.0,,
ngaku,-3.0,,
kiranya,-1.0,,
telat,-5.0,,
kopong,-4.0,,
ngerti,-1.0,,
keduniaan,-2.0,,
nol,-3.0,,
nyari,-2.0,,
sorry,-4.0,,
peranakan,-3.0,,
bastar,-2.0,,
tega,-5.0,,
berdenyut,-3.0,,
kayaknya,-3.0,,
sibuk,-3.0,,
ringan tangan,-1.0,,
bergelora,-2.0,,
sampai rasa,-2.0,,
energik,-1.0,,
membara,-3.0,,
berkobar-kobar,-2.0,,
menyala,-2.0,,
mentolo,-2.0,,
sampai hati,-2.0,,
bersungguh-sungguh,-1.0,,
tren,-2.0,,
menyembur,-3.0,,
imbas,-4.0,,
aliran udara,-1.0,,
melesit,-1.0,,
rahayu,-2.0,,
kemungkinan,-1.0,,
menggusari,-3.0,,
mencurat,-1.0,,
memarahi,-5.0,,
topan,-3.0,,
tembis,-3.0,,
mendamprat,-4.0,,
suak,-2.0,,
bongsor,-2.0,,
bias,-2.0,,
rajaman,-4.0,,
rantus,-3.0,,
gentas,-2.0,,
nanya,-1.0,,
melelah,-3.0,,
bosen,-4.0,,
maksudnya,-1.0,,
bersusah hati,-5.0,,
berkabung,-5.0,,
receh,-4.0,,
bermuram durja,-5.0,,
pls,-3.0,,
berlara-lara,-4.0,,
opp,-1.0,,
seneng,-1.0,,
bersungkawa,-3.0,,
bersusah,-5.0,,
peluk,-3.0,,
tt,-2.0,,
menepis,-3.0,,
obsesi,-2.0,,
dekap,-2.0,,
gausah,-4.0,,
sengsara,-5.0,,
buru-buru,-3.0,,
kencang,-3.0,,
kilat,-2.0,,
begini,-1.0,,
akas,-2.0,,
mendahului,-1.0,,
mengadang,-3.0,,
suruh,-2.0,,
terampil,-3.0,,
pesat,-2.0,,
sebat,-3.0,,
sput,-2.0,,
filsafat,-3.0,,
dogma,-3.0,,
imut,-1.0,,
doktrin,-3.0,,
lapar,-5.0,,
dominan,-2.0,,
masif,-3.0,,
keliatan,-1.0,,
keras tulang,-2.0,,
tangguh,-2.0,,
keseser,-4.0,,
maksa,-5.0,,
bertanduk,-2.0,,
luput,-3.0,,
jaman,-2.0,,
menggeliat,-3.0,,
tumpas,-4.0,,
keok,-2.0,,
tercecer,-3.0,,
beterbangan,-3.0,,
berpengaruh,-2.0,,
lipur,-2.0,,
bedegap,-2.0,,
besar lengan,-2.0,,
gelibat,-2.0,,
suka cita,-1.0,,
pacaran,-3.0,,
bersemangat,-1.0,,
berbahagia,-1.0,,
berdesir,-2.0,,
tersuntuk,-4.0,,
adek,-1.0,,
block,-4.0,,
pening,-3.0,,
apanya,-3.0,,
kliyengan,-4.0,,
pusing,-4.0,,
jenguk,-2.0,,
akunya,-1.0,,
runyam,-5.0,,
luyu,-1.0,,
mikir,-3.0,,
elusif,-2.0,,
kuat (dugaan),-2.0,,
memihak,-3.0,,
boong,-4.0,,
tandang,-2.0,,
kesian,-3.0,,
sayu,-3.0,,
cenderung,-2.0,,
selit-belit,-3.0,,
preseden,-2.0,,
miss,-4.0,,
napa,-2.0,,
ikutan,-3.0,,
baik-baik,-1.0,,
kesel,-5.0,,
intensif,-4.0,,
closed,-3.0,,
maap,-3.0,,
maafkan,-3.0,,
kalem,-2.0,,
ndak,-3.0,,
rantaian,-3.0,,
pinter,-1.0,,
mesti,-3.0,,
diserang,-4.0,,
benak kepala,-3.0,,
otak,-3.0,,
daya pikir,-2.0,,
wajib,-2.0,,
dedengkot,-2.0,,
ketagihan,-3.0,,
bogem mentah,-5.0,,
gila-gilaan,-3.0,,
nanti,-2.0,,
coretan,-1.0,,
sebenernya,-1.0,,
halah,-5.0,,
alay,-4.0,,
gergaji,-1.0,,
kemasukan,-3.0,,
berbayar,-3.0,,
tukang,-2.0,,
memotong,-3.0,,
bayar,-3.0,,
curhat,-3.0,,
beri (uang),-2.0,,
kesusupan,-2.0,,
pakar,-1.0,,
kawaei,-2.0,,
kebabaran,-2.0,,
berjatuhan,-3.0,,
runtuh,-5.0,,
terperenyak,-4.0,,
penggentaran,-4.0,,
tanya,-2.0,,
pailit,-5.0,,
tersingkir,-5.0,,
melorot,-4.0,,
menetes,-3.0,,
roboh,-5.0,,
tercebur,-5.0,,
membiak,-3.0,,
terjeblos,-4.0,,
menggelincir,-3.0,,
rebah,-3.0,,
nyesel,-5.0,,
biasin,-3.0,,
terjun,-3.0,,
perusuhan,-4.0,,
kedapatan,-2.0,,
tertangkap tangan,-4.0,,
terpelanting,-3.0,,
melubangi,-3.0,,
tercemplung,-4.0,,
jeblos,-4.0,,
diem,-3.0,,
tepergok,-5.0,,
kayanya,-2.0,,
terbanting,-3.0,,
tertangkap basah,-3.0,,
membabar,-1.0,,
terjerembab,-2.0,,
luruh,-2.0,,
tergelincir,-3.0,,
terbuang,-2.0,,
berhenti (tugas),-2.0,,
gogrok,-3.0,,
jelabak,-3.0,,
menyembul,-3.0,,
cape,-4.0,,
cuat,-3.0,,
unjuk,-3.0,,
menyongsong,-2.0,,
kesebalikan,-2.0,,
sekutu,-3.0,,
kekang,-4.0,,
mengelukan,-2.0,,
berasa,-2.0,,
temenan,-2.0,,
purnama,-3.0,,
ekstrem,-4.0,,
pendahuluan,-1.0,,
inklusif,-2.0,,
kebaca,-1.0,,
revolusioner,-1.0,,
asak,-3.0,,
lelang,-3.0,,
permulaan,-3.0,,
radikal,-4.0,,
berjejal,-3.0,,
begah,-2.0,,
telak,-3.0,,
telik,-2.0,,
hati-hati,-3.0,,
ingat-ingat,-3.0,,
jaga-jaga,-3.0,,
entah-berentah,-3.0,,
tajam mata,-1.0,,
kelih,-3.0,,
please,-3.0,,
tae,-4.0,,
awas,-3.0,,
si dia,-3.0,,
gaboleh,-4.0,,
denger,-3.0,,
disuruh,-2.0,,
waspada,-3.0,,
entah,-3.0,,
pelit,-5.0,,
kial,-4.0,,
nemu,-2.0,,
kroni,-3.0,,
bot,-2.0,,
cute,-1.0,,
rekan,-2.0,,
sepihak,-3.0,,
wacana,-3.0,,
tengok,-2.0,,
subang,-1.0,,
komplot,-4.0,,
giwang,-1.0,,
melendeh,-3.0,,
bersimpuh,-3.0,,
mengogah,-3.0,,
menggelesot,-3.0,,
menumpang tinggal,-4.0,,
kuliah,-2.0,,
bulan,-1.0,,
bersemayam,-3.0,,
ampas (kopi),-2.0,,
menikah,-2.0,,
manja,-3.0,,
polos,-2.0,,
bercokol,-4.0,,
cokol,-4.0,,
sia,-5.0,,
esok,-2.0,,
maneh,-3.0,,
himpit,-4.0,,
tindas,-5.0,,
pilih,-2.0,,
ngasih,-2.0,,
kehebohan,-3.0,,
pilih-pilih,-3.0,,
bete,-5.0,,
payudara,-3.0,,
man,-1.0,,
tetek,-4.0,,
keonaran,-5.0,,
buah dada,-3.0,,
biarin,-3.0,,
kegemparan,-4.0,,
dempet,-3.0,,
sebel,-5.0,,
ucap,-2.0,,
bergas,-2.0,,
bergadang,-4.0,,
kawal,-2.0,,
berpengalaman,-1.0,,
sadar,-1.0,,
dukacarita,-4.0,,
apasih,-4.0,,
gugah,-1.0,,
bertindik,-3.0,,
drama duka,-4.0,,
pindah,-3.0,,
oma,-2.0,,
penderitaan,-5.0,,
menugaskan,-1.0,,
asri,-3.0,,
borak,-4.0,,
kepedihan,-5.0,,
pulak,-2.0,,
menyunduk,-3.0,,
rawat,-3.0,,
buyut,-3.0,,
tragedi,-5.0,,
kecek,-3.0,,
andal,-1.0,,
kesialan,-5.0,,
kismat,-2.0,,
daya muat,-2.0,,
mengamuk,-5.0,,
suratan takdir,-3.0,,
kemalangan,-5.0,,
kegeruhan,-4.0,,
iyain,-2.0,,
dikatain,-3.0,,
duluan,-2.0,,
pokoknya,-3.0,,
daya tampung,-2.0,,
daya serap,-2.0,,
kenahasan,-2.0,,
keberuntungan,-1.0,,
bahala,-3.0,,
gerhana,-2.0,,
sedi,-2.0,,
bersengaja,-2.0,,
segitu,-3.0,,
php,-4.0,,
fk,-4.0,,
tendas,-4.0,,
dikira,-3.0,,
gabut,-5.0,,
statis,-3.0,,
pasif,-3.0,,
membatu,-2.0,,
hiatus,-2.0,,
stagnan,-3.0,,
membisu,-3.0,,
membiarkan,-3.0,,
gasuka,-4.0,,
lepaskan,-2.0,,
rasa,-2.0,,
huhuhu,-2.0,,
bungkam,-4.0,,
kosong,-4.0,,
bajing,-5.0,,
rasa hati,-2.0,,
mendiamkan,-3.0,,
tertegun,-3.0,,
kaget,-3.0,,
cabe,-2.0,,
sugesti,-3.0,,
kuota,-2.0,,
lengang,-4.0,,
tengkulak,-5.0,,
campakkan,-4.0,,
syur,-3.0,,
bersanggama,-2.0,,
sepi,-3.0,,
naon,-2.0,,
berteduh,-2.0,,
mematung,-3.0,,
keluarkan,-3.0,,
memaafkan,-3.0,,
menutup mulut,-3.0,,
terperanjat,-3.0,,
melanyak,-3.0,,
menghinakan,-5.0,,
melancarkan,-2.0,,
menistakan,-5.0,,
leave,-3.0,,
melicinkan,-2.0,,
murah,-2.0,,
spam,-3.0,,
mentang,-3.0,,
kepo,-3.0,,
tobat,-2.0,,
mentang-mentang,-4.0,,
meringankan,-1.0,,
astagfirullah,-4.0,,
memudahkan,-1.0,,
titip api,-1.0,,
mencebikkan,-3.0,,
fokus,-2.0,,
menahankan,-2.0,,
resistan,-2.0,,
mengentengkan,-2.0,,
astaga,-4.0,,
maapin,-4.0,,
berat tangan,-4.0,,
berat hati,-4.0,,
lembam,-4.0,,
macem,-2.0,,
realitas,-3.0,,
alpa,-3.0,,
yauda,-4.0,,
gigit,-2.0,,
ihhh,-4.0,,
sorang,-2.0,,
berat pinggul,-2.0,,
merasa,-2.0,,
milih,-2.0,,
kerubut,-3.0,,
penyebab,-3.0,,
kempes,-4.0,,
bye,-3.0,,
mengerubungi,-3.0,,
bertuntun,-2.0,,
ketauan,-4.0,,
serah,-3.0,,
wabah,-5.0,,
uar-uar,-3.0,,
wara-wara,-3.0,,
mengeroyok,-4.0,,
istirahat,-2.0,,
gajadi,-3.0,,
dirimu,-1.0,,
ati,-1.0,,
love,-3.0,,
ngerasa,-2.0,,
jelus,-2.0,,
timbalan,-2.0,,
dajal,-5.0,,
artistik,-2.0,,
mukhlis,-2.0,,
tentangan,-2.0,,
mbeling,-2.0,,
rame,-2.0,,
iri,-4.0,,
ngeselin,-5.0,,
ngatain,-5.0,,
ganjaran,-5.0,,
junjungan,-2.0,,
imut-imut,-1.0,,
seruh,-2.0,,
lurus hati,-1.0,,
lari-lari,-2.0,,
senyum,-1.0,,
seringai,-4.0,,
mengganjar,-3.0,,
panas hati,-5.0,,
keki,-4.0,,
jail,-4.0,,
lemot,-5.0,,
sayangnya,-3.0,,
menghukum,-3.0,,
bukannya,-3.0,,
disayang,-3.0,,
memberi,-2.0,,
membalas,-3.0,,
gemes,-2.0,,
sukarela,-2.0,,
kebiri,-4.0,,
berprasangka,-3.0,,
pahala,-1.0,,
pemudaan,-1.0,,
mohon,-2.0,,
terhenti,-3.0,,
erang,-4.0,,
manah,-2.0,,
mabok,-4.0,,
dipanggil,-1.0,,
mager,-4.0,,
kepedulian,-2.0,,
item,-4.0,,
rip,-5.0,,
membandungi,-1.0,,
haih,-4.0,,
muda,-2.0,,
tuhkan,-4.0,,
memperduakan,-3.0,,
regenerasi,-2.0,,
gubrisan,-2.0,,
pengindahan,-2.0,,
ribet,-4.0,,
master,-1.0,,
iri,-5.0,,
tetap hati,-1.0,,
tertanggung,-4.0,,
diapain,-3.0,,
kira,-2.0,,
pelita,-2.0,,
bernyali,-2.0,,
tangan panas,-4.0,,
merugi,-5.0,,
bernyali besar,-1.0,,
meninggal,-4.0,,
ngerjain,-2.0,,
puntung,-3.0,,
percuma,-4.0,,
percaya diri,-1.0,,
pikir,-2.0,,
merah,-3.0,,
nyali besar,-2.0,,
nekat,-4.0,,
njir,-3.0,,
dipaksa,-4.0,,
pembaiatan,-3.0,,
satria,-1.0,,
masak,-2.0,,
labil,-4.0,,
goreng,-2.0,,
antipati,-3.0,,
kontradiksi,-3.0,,
apalah,-2.0,,
ditinggal,-4.0,,
temenin,-3.0,,
kerumitan,-5.0,,
khilaf,-4.0,,
nihh,-3.0,,
selidik,-3.0,,
mewajibkan,-2.0,,
lagian,-3.0,,
negasi,-2.0,,
meh,-5.0,,
kota,-1.0,,
varian,-2.0,,
semi,-2.0,,
memperkeruh,-4.0,,
mencolong,-5.0,,
kekusutan,-4.0,,
rudapaksa,-4.0,,
telaah,-2.0,,
keruwetan,-4.0,,
sedihnya,-5.0,,
teledor,-5.0,,
hatiku,-2.0,,
kot,-1.0,,
terserah,-3.0,,
terlanjur,-3.0,,
cakep,-1.0,,
tergeleng-geleng,-3.0,,
sepertinya,-2.0,,
kagak,-3.0,,
tercengang,-2.0,,
permenungan,-3.0,,
cengang,-3.0,,
mencinta,-1.0,,
menyesal,-4.0,,
lumayan,-2.0,,
matanya,-2.0,,
berduka,-5.0,,
atraktif,-2.0,,
pamer,-3.0,,
pucat,-4.0,,
terpesona,-1.0,,
banjir,-4.0,,
takjub,-1.0,,
terpana,-2.0,,
bah,-3.0,,
terkesima,-1.0,,
menakjubkan,-1.0,,
memukau,-1.0,,
impas,-3.0,,
menakjubi,-1.0,,
bandang,-4.0,,
terpukau,-1.0,,
tiada,-5.0,,
rasisme,-5.0,,
memesonakan,-1.0,,
sirik,-5.0,,
mengherankan,-3.0,,
bersesal,-4.0,,
gapernah,-3.0,,
rapi,-2.0,,
bertanya-tanya,-3.0,,
penasaran,-3.0,,
tulus hati,-1.0,,
beton,-2.0,,
menunggui,-3.0,,
umpan,-3.0,,
cadas,-3.0,,
lembek,-4.0,,
hih,-4.0,,
menutup,-3.0,,
korban,-4.0,,
kurban,-3.0,,
sikit,-3.0,,
mengawal,-2.0,,
peduli,-1.0,,
bongkah,-2.0,,
bodoamat,-4.0,,
rela,-3.0,,
dengkik,-4.0,,
takda,-2.0,,
obat,-3.0,,
tetua,-2.0,,
error,-5.0,,
anugerah,-1.0,,
dongeng,-1.0,,
jir,-3.0,,
batas (waktu),-3.0,,
impoten,-5.0,,
kiri,-3.0,,
perih,-4.0,,
babi,-4.0,,
habitat,-2.0,,
kenang-kenangan,-2.0,,
reka,-2.0,,
memejahijaukan,-4.0,,
persembahan,-2.0,,
penangguhan,-2.0,,
penyudah,-2.0,,
gebetan,-2.0,,
jutek,-5.0,,
ajal,-4.0,,
pengakuan,-3.0,,
gerombolan,-4.0,,
ora,-3.0,,
gatel,-3.0,,
ketajaman,-2.0,,
mencuru,-3.0,,
nongol,-2.0,,
barzakh,-4.0,,
menyidangkan,-3.0,,
pantes,-3.0,,
ngalah,-3.0,,
pejabat,-3.0,,
keganjilan,-4.0,,
ketidaktentuan,-5.0,,
menjaraki,-3.0,,
sad,-4.0,,
comeback,-2.0,,
udahan,-4.0,,
ugh,-4.0,,
acuh tak acuh,-3.0,,
next,-2.0,,
penutup,-3.0,,
menjenguk,-4.0,,
cuek,-5.0,,
sangkut-paut,-4.0,,
sayup,-3.0,,
ish,-4.0,,
doh,-4.0,,
pantat,-3.0,,
tebal telinga,-3.0,,
keanehan,-4.0,,
mengorek-ngorek,-4.0,,
diet,-3.0,,
syedih,-5.0,,
lugu,-2.0,,
interaksi,-2.0,,
berhala,-4.0,,
kesudahan,-3.0,,
iih,-5.0,,
tai,-5.0,,
kemaknagandaan,-3.0,,
masa bodoh,-4.0,,
final,-2.0,,
dimarahin,-5.0,,
nyuruh,-3.0,,
dibales,-3.0,,
persangkutan,-4.0,,
kampret,-5.0,,
beristirahat,-2.0,,
jin,-3.0,,
mikirin,-3.0,,
murtad,-5.0,,
mogok,-5.0,,
setan,-4.0,,
nyebut,-3.0,,
piye,-3.0,,
gusur,-5.0,,
drastis,-4.0,,
memojokkan,-4.0,,
mencengangkan,-3.0,,
penunggu,-2.0,,
demon,-3.0,,
durhaka,-5.0,,
super,-2.0,,
kesal,-5.0,,
iblis,-4.0,,
baperan,-4.0,,
ngikutin,-2.0,,
sebentar,-2.0,,
mengerikan,-4.0,,
hantu,-4.0,,
makhluk halus,-4.0,,
got,-3.0,,
diam,-3.0,,
bunuh,-5.0,,
siluman,-5.0,,
tumpahan hati,-3.0,,
momok,-4.0,,
berantem,-4.0,,
mangkas,-2.0,,
belain,-2.0,,
sundal bolong,-5.0,,
nahan,-3.0,,
sian,-3.0,,
jahil,-4.0,,
singgah,-2.0,,
bersekongkol,-4.0,,
life,-2.0,,
bidah,-3.0,,
menantang,-4.0,,
berselingkuh,-5.0,,
bergetar,-3.0,,
bohong,-5.0,,
classy,-2.0,,
peristiwa,-2.0,,
melumatkan,-4.0,,
insiden,-4.0,,
oon,-5.0,,
orok,-3.0,,
selingkuh,-5.0,,
nungguin,-2.0,,
bijih,-3.0,,
pelosot,-3.0,,
meremukkan,-4.0,,
keburu,-3.0,,
gadai,-3.0,,
meruntuhkan,-4.0,,
anjing,-4.0,,
naena,-2.0,,
jabang bayi,-3.0,,
membinasakan,-5.0,,
berdalih,-4.0,,
why,-2.0,,
modus,-3.0,,
waduh,-3.0,,
cuti,-2.0,,
bobrok,-5.0,,
tidurin,-2.0,,
cariin,-2.0,,
mengandut,-3.0,,
berdengung,-3.0,,
bakar,-3.0,,
mengganyang,-4.0,,
merusakkan,-4.0,,
menyelusur,-3.0,,
berkonspirasi,-4.0,,
kurus,-3.0,,
berantak,-4.0,,
bully,-5.0,,
berkomplot,-4.0,,
kejadian,-2.0,,
ngomongin,-3.0,,
stalk,-4.0,,
meruntuh,-4.0,,
jeriji,-4.0,,
memasuki,-3.0,,
sange,-5.0,,
berkongkalikong,-4.0,,
serong,-4.0,,
makian,-5.0,,
cemong,-4.0,,
kerasan,-2.0,,
kekurangan,-3.0,,
lilit,-3.0,,
hinaan,-5.0,,
penghinaan,-5.0,,
kurung,-3.0,,
mengecilkan,-3.0,,
cemooh,-5.0,,
malu,-4.0,,
mengumpat,-4.0,,
terabai,-3.0,,
mencemooh,-5.0,,
merem,-2.0,,
lock,-2.0,,
melecehkan,-5.0,,
kelemahan,-4.0,,
kejelekan,-5.0,,
ngilang,-3.0,,
berkerak,-2.0,,
kedaifan,-3.0,,
kehinaan keaiban,-4.0,,
kontras,-3.0,,
mengejek,-4.0,,
perang,-3.0,,
perundungan,-4.0,,
marahin,-4.0,,
berkelakar,-4.0,,
menyakiti,-5.0,,
penyepelean,-4.0,,
pait,-4.0,,
ngertiin,-3.0,,
kecabulan,-5.0,,
menjijikkan,-5.0,,
tuak,-3.0,,
tauu,-3.0,,
perbedaan,-2.0,,
terhina direndahkan,-3.0,,
menista,-4.0,,
memburukkan,-5.0,,
kroco,-4.0,,
mencela,-5.0,,
menyindir,-4.0,,
kebusukan,-5.0,,
kumuh,-4.0,,
terpalit-palit,-3.0,,
tersinggung,-5.0,,
terbesit,-2.0,,
bercengkerama,-2.0,,
bercumbu-cumbu,-3.0,,
cemeeh,-4.0,,
sekadar,-3.0,,
bernoda,-4.0,,
kebejatan,-5.0,,
mencibir,-5.0,,
terbiar,-3.0,,
rasa malu,-4.0,,
berolok-olok,-4.0,,
disakiti,-5.0,,
membenci,-5.0,,
berulah,-4.0,,
kekejian,-5.0,,
menggampangkan,-3.0,,
gausa,-3.0,,
kebobrokan,-4.0,,
nyebelin,-4.0,,
bermain-main,-2.0,,
bercumbuan,-3.0,,
cercaan,-4.0,,
mendaifkan,-4.0,,
ldr,-2.0,,
menangis,-5.0,,
genit,-3.0,,
mengerik,-3.0,,
lemes,-3.0,,
jahad,-4.0,,
taraf,-2.0,,
monyet,-3.0,,
astaghfirullah,-3.0,,
keletihan,-3.0,,
ketiduran,-3.0,,
gapaham,-4.0,,
capek,-4.0,,
kelamaan,-4.0,,
punah,-4.0,,
lesu,-4.0,,
ketinggalan,-3.0,,
apasi,-3.0,,
mampus,-5.0,,
keramat,-3.0,,
campur aduk,-2.0,,
ricuh,-4.0,,
soms,-4.0,,
stress,-5.0,,
kemayu,-3.0,,
mencangkum,-3.0,,
berlama-lama,-2.0,,
diginiin,-3.0,,
sihh,-2.0,,
yakali,-3.0,,
sakral,-2.0,,
ngenes,-4.0,,
bertendensi,-3.0,,
kalut,-3.0,,
mati,-5.0,,
lenguh,-4.0,,
jahanam,-5.0,,
gangerti,-3.0,,
gegara,-3.0,,
godain,-3.0,,
idiot,-5.0,,
ambigu,-3.0,,
utang,-4.0,,
sialan,-5.0,,
centil,-3.0,,
bacot,-4.0,,
mls,-4.0,,
kesunyian,-3.0,,
kebalik,-3.0,,
amoral,-3.0,,
membekas,-3.0,,
anti,-2.0,,
gabole,-2.0,,
simpanan,-3.0,,
ganggu,-4.0,,
sentimen,-3.0,,
berperang,-4.0,,
santunan,-2.0,,
kerelaan,-2.0,,
mulut,-1.0,,
boro,-2.0,,
kasam,-3.0,,
kepencet,-2.0,,
bantet,-3.0,,
sin,-1.0,,
kesumat,-4.0,,
bokek,-5.0,,
muncikari,-5.0,,
menipis,-3.0,,
asusila,-5.0,,
stop,-3.0,,
menciut,-3.0,,
bengkak hati,-3.0,,
kekosongan,-3.0,,
dendam,-5.0,,
gaenak,-3.0,,
susahnya,-3.0,,
mucikari,-5.0,,
maapkan,-3.0,,
vulgar,-3.0,,
ndut,-4.0,,
menurun,-3.0,,
kehilangan,-4.0,,
kecoa,-3.0,,
pokonya,-2.0,,
gituan,-3.0,,
ratapan,-3.0,,
kesepian,-4.0,,
pesan,-3.0,,
bergelanggang,-3.0,,
bersalah,-4.0,,
kampit,-1.0,,
menunggunya,-2.0,,
mendengu,-3.0,,
gaje,-3.0,,
sakitnya,-4.0,,
kesenjangan,-4.0,,
cedih,-3.0,,
menjauhkan,-4.0,,
jijik,-5.0,,
putus,-5.0,,
nyakitin,-5.0,,
ngadu,-3.0,,
najis,-4.0,,
kzl,-5.0,,
ego,-3.0,,
geli,-2.0,,
memaklumi,-2.0,,
kambing,-3.0,,
diblock,-4.0,,
crash,-4.0,,
menyampah,-4.0,,
maruk,-3.0,,
perangsang,-3.0,,
abaikan,-2.0,,
ninggalin,-4.0,,
otaknya,-2.0,,
mengerti,-2.0,,
renggang,-3.0,,
tewas,-5.0,,
amarah,-5.0,,
meradang,-4.0,,
melek,-2.0,,
kenal,-2.0,,
buangan,-4.0,,
nyangka,-3.0,,
dilupain,-4.0,,
kebo,-4.0,,
nyasar,-4.0,,
terungkap,-3.0,,
bocor,-4.0,,
terekspos,-4.0,,
mengusai,-2.0,,
pensiun,-3.0,,
dibully,-5.0,,
kontol,-5.0,,
mimpiin,-2.0,,
susila,-2.0,,
begadang,-3.0,,
eks,-3.0,,
mudarat,-5.0,,
delete,-3.0,,
cerewet,-5.0,,
berahi,-5.0,,
patah,-4.0,,
jerawat,-3.0,,
bawel,-4.0,,
pudar,-3.0,,
teganya,-4.0,,
menghilang,-3.0,,
hamburan,-3.0,,
rongsokan,-3.0,,
gairah,-2.0,,
mengasihi,-2.0,,
